	data	label
59521	[-1.  1. -1. ... -1. -1. -1.]	44
59522	[ 1. -1.  1. ...  0.  0.  0.]	24
59523	[-1. -1.  1. ...  0.  0.  0.]	59
59524	[-1. -1.  1. ...  0.  0.  0.]	92
59525	[ 1. -1.  1. ...  0.  0.  0.]	7
59526	[ 1. -1. -1. ...  0.  0.  0.]	94
59527	[ 1. -1.  1. ... -1. -1. -1.]	80
59528	[-1.  1.  1. ...  0.  0.  0.]	12
59529	[-1.  1.  1. ...  0.  0.  0.]	89
59530	[1. 1. 1. ... 0. 0. 0.]	64
59531	[ 1.  1. -1. ... -1. -1. -1.]	33
59532	[ 1. -1.  1. ...  0.  0.  0.]	86
59533	[ 1. -1.  1. ...  0.  0.  0.]	20
59534	[-1.  1.  1. ...  0.  0.  0.]	87
59535	[ 1.  1. -1. ... -1. -1. -1.]	17
59536	[-1. -1.  1. ...  0.  0.  0.]	65
59537	[-1.  1. -1. ... -1. -1. -1.]	52
59538	[ 1. -1. -1. ...  1. -1. -1.]	47
59539	[ 1. -1.  1. ...  0.  0.  0.]	4
59540	[ 1.  1. -1. ...  0.  0.  0.]	76
59541	[ 1.  1. -1. ...  0.  0.  0.]	62
59542	[-1. -1.  1. ... -1. -1. -1.]	60
59543	[ 1. -1.  1. ...  0.  0.  0.]	78
59544	[-1. -1.  1. ...  0.  0.  0.]	86
59545	[-1. -1.  1. ...  0.  0.  0.]	30
59546	[-1.  1.  1. ...  0.  0.  0.]	12
59547	[-1. -1.  1. ...  0.  0.  0.]	92
59548	[ 1. -1.  1. ...  0.  0.  0.]	89
59549	[ 1. -1.  1. ...  0.  0.  0.]	18
59550	[ 1. -1. -1. ...  0.  0.  0.]	34
59551	[ 1. -1.  1. ... -1. -1. -1.]	49
59552	[ 1. -1.  1. ... -1. -1. -1.]	80
59553	[ 1. -1. -1. ...  0.  0.  0.]	25
59554	[ 1. -1. -1. ...  0.  0.  0.]	86
59555	[-1.  1. -1. ...  0.  0.  0.]	26
59556	[-1.  1. -1. ...  0.  0.  0.]	31
59557	[-1.  1.  1. ...  0.  0.  0.]	50
59558	[1. 1. 1. ... 0. 0. 0.]	56
59559	[ 1. -1. -1. ...  0.  0.  0.]	24
59560	[ 1.  1. -1. ... -1. -1. -1.]	20
59561	[ 1. -1.  1. ...  0.  0.  0.]	11
59562	[ 1.  1. -1. ...  0.  0.  0.]	51
59563	[-1.  1.  1. ...  0.  0.  0.]	82
59564	[ 1. -1.  1. ... -1. -1. -1.]	91
59565	[ 1. -1.  1. ...  0.  0.  0.]	3
59566	[1. 1. 1. ... 0. 0. 0.]	56
59567	[-1.  1.  1. ...  0.  0.  0.]	39
59568	[-1.  1.  1. ... -1. -1. -1.]	44
59569	[ 1. -1.  1. ...  0.  0.  0.]	7
59570	[ 1. -1.  1. ... -1. -1. -1.]	67
59571	[-1.  1.  1. ...  1.  1.  1.]	80
59572	[ 1.  1. -1. ... -1. -1. -1.]	49
59573	[ 1.  1. -1. ...  0.  0.  0.]	10
59574	[-1.  1. -1. ... -1. -1. -1.]	44
59575	[-1.  1. -1. ...  0.  0.  0.]	8
59576	[-1. -1. -1. ...  0.  0.  0.]	17
59577	[ 1.  1. -1. ... -1. -1. -1.]	85
59578	[ 1. -1.  1. ...  0.  0.  0.]	0
59579	[-1. -1. -1. ...  0.  0.  0.]	55
59580	[-1.  1.  1. ... -1. -1. -1.]	56
59581	[1. 1. 1. ... 0. 0. 0.]	23
59582	[-1.  1. -1. ...  0.  0.  0.]	53
59583	[-1.  1.  1. ...  0.  0.  0.]	38
59584	[ 1. -1. -1. ...  0.  0.  0.]	46
59585	[ 1. -1.  1. ...  0.  0.  0.]	43
59586	[-1.  1. -1. ... -1. -1. -1.]	60
59587	[-1.  1.  1. ...  0.  0.  0.]	54
59588	[1. 1. 1. ... 0. 0. 0.]	56
59589	[ 1. -1.  1. ...  0.  0.  0.]	66
59590	[ 1.  1.  1. ... -1. -1.  1.]	80
59591	[-1.  1.  1. ... -1. -1. -1.]	73
59592	[ 1.  1. -1. ...  0.  0.  0.]	77
59593	[ 1. -1.  1. ...  0.  0.  0.]	30
59594	[-1. -1. -1. ...  0.  0.  0.]	55
59595	[ 1. -1.  1. ...  0.  0.  0.]	8
59596	[ 1. -1. -1. ... -1. -1. -1.]	73
59597	[ 1. -1. -1. ...  0.  0.  0.]	30
59598	[ 1. -1.  1. ...  0.  0.  0.]	27
59599	[-1. -1.  1. ... -1.  1. -1.]	80
59600	[ 1. -1. -1. ...  0.  0.  0.]	14
59601	[-1.  1. -1. ...  0.  0.  0.]	43
59602	[ 1. -1. -1. ... -1. -1. -1.]	9
59603	[-1.  1. -1. ... -1. -1. -1.]	52
59604	[-1. -1. -1. ...  0.  0.  0.]	65
59605	[ 1. -1.  1. ...  0.  0.  0.]	93
59606	[-1.  1. -1. ...  0.  0.  0.]	77
59607	[ 1. -1.  1. ...  0.  0.  0.]	7
59608	[ 1. -1.  1. ...  0.  0.  0.]	16
59609	[-1. -1.  1. ... -1. -1. -1.]	34
59610	[ 1.  1.  1. ... -1.  1. -1.]	60
59611	[ 1. -1.  1. ... -1.  1.  1.]	47
59612	[1. 1. 1. ... 0. 0. 0.]	43
59613	[1. 1. 1. ... 0. 0. 0.]	15
59614	[ 1.  1. -1. ... -1. -1. -1.]	85
59615	[-1. -1. -1. ...  0.  0.  0.]	51
59616	[-1. -1.  1. ...  0.  0.  0.]	87
59617	[ 1. -1.  1. ...  0.  0.  0.]	35
59618	[ 1.  1. -1. ...  0.  0.  0.]	61
59619	[ 1. -1.  1. ...  0.  0.  0.]	3
59620	[ 1. -1. -1. ...  0.  0.  0.]	0
59621	[1. 1. 1. ... 0. 0. 0.]	72
59622	[ 1.  1.  1. ... -1. -1. -1.]	56
59623	[ 1. -1. -1. ...  0.  0.  0.]	5
59624	[-1.  1.  1. ... -1. -1. -1.]	33
59625	[-1. -1. -1. ...  0.  0.  0.]	94
59626	[-1.  1. -1. ...  0.  0.  0.]	70
59627	[ 1. -1. -1. ... -1. -1.  1.]	52
59628	[ 1.  1. -1. ...  0.  0.  0.]	76
59629	[-1.  1. -1. ...  0.  0.  0.]	71
59630	[ 1. -1.  1. ...  0.  0.  0.]	22
59631	[-1. -1. -1. ...  0.  0.  0.]	92
59632	[ 1.  1.  1. ... -1. -1. -1.]	85
59633	[ 1. -1.  1. ...  0.  0.  0.]	6
59634	[-1. -1. -1. ...  0.  0.  0.]	71
59635	[-1. -1.  1. ...  0.  0.  0.]	78
59636	[-1.  1. -1. ... -1. -1. -1.]	91
59637	[ 1. -1.  1. ...  0.  0.  0.]	79
59638	[1. 1. 1. ... 0. 0. 0.]	68
59639	[ 1. -1. -1. ...  0.  0.  0.]	5
59640	[-1.  1.  1. ...  0.  0.  0.]	28
59641	[ 1. -1.  1. ...  0.  0.  0.]	17
59642	[ 1. -1.  1. ...  0.  0.  0.]	81
59643	[ 1. -1.  1. ...  0.  0.  0.]	63
59644	[ 1. -1. -1. ...  0.  0.  0.]	64
59645	[-1.  1. -1. ...  0.  0.  0.]	41
59646	[ 1. -1. -1. ...  1.  1. -1.]	63
59647	[-1.  1.  1. ...  0.  0.  0.]	32
59648	[1. 1. 1. ... 0. 0. 0.]	39
59649	[ 1. -1.  1. ... -1. -1. -1.]	45
59650	[-1.  1. -1. ... -1.  1. -1.]	45
59651	[-1. -1.  1. ...  0.  0.  0.]	70
59652	[1. 1. 1. ... 0. 0. 0.]	36
59653	[1. 1. 1. ... 0. 0. 0.]	87
59654	[ 1. -1.  1. ...  0.  0.  0.]	73
59655	[-1. -1.  1. ...  0.  0.  0.]	88
59656	[ 1. -1. -1. ...  0.  0.  0.]	23
59657	[-1.  1.  1. ... -1. -1.  1.]	45
59658	[-1.  1.  1. ...  0.  0.  0.]	50
59659	[-1.  1. -1. ... -1. -1. -1.]	47
59660	[ 1. -1. -1. ...  0.  0.  0.]	23
59661	[1. 1. 1. ... 0. 0. 0.]	18
59662	[-1. -1. -1. ...  0.  0.  0.]	79
59663	[ 1. -1.  1. ...  0.  0.  0.]	62
59664	[-1.  1. -1. ...  0.  0.  0.]	42
59665	[ 1. -1.  1. ... -1. -1.  1.]	20
59666	[-1. -1.  1. ...  0.  0.  0.]	50
59667	[1. 1. 1. ... 0. 0. 0.]	53
59668	[ 1.  1. -1. ...  0.  0.  0.]	92
59669	[ 1.  1. -1. ... -1. -1. -1.]	91
59670	[ 1. -1.  1. ...  0.  0.  0.]	39
59671	[-1. -1. -1. ... -1. -1. -1.]	60
59672	[-1.  1.  1. ... -1. -1. -1.]	47
59673	[-1. -1.  1. ...  0.  0.  0.]	72
59674	[ 1.  1. -1. ...  0.  0.  0.]	35
59675	[ 1. -1.  1. ...  0.  0.  0.]	6
59676	[-1. -1.  1. ...  1. -1. -1.]	45
59677	[-1.  1.  1. ...  0.  0.  0.]	16
59678	[ 1.  1. -1. ...  0.  0.  0.]	42
59679	[-1.  1.  1. ...  0.  0.  0.]	18
59680	[ 1. -1. -1. ...  0.  0.  0.]	63
59681	[-1.  1.  1. ...  0.  0.  0.]	92
59682	[ 1. -1. -1. ...  0.  0.  0.]	43
59683	[-1.  1.  1. ...  0.  0.  0.]	31
59684	[ 1. -1.  1. ...  0.  0.  0.]	50
59685	[-1.  1.  1. ... -1. -1. -1.]	83
59686	[-1. -1.  1. ...  0.  0.  0.]	34
59687	[ 1. -1.  1. ...  0.  0.  0.]	90
59688	[ 1.  1. -1. ...  0.  0.  0.]	36
59689	[ 1. -1. -1. ...  0.  0.  0.]	43
59690	[ 1. -1.  1. ...  0.  0.  0.]	9
59691	[-1.  1. -1. ... -1. -1.  1.]	52
59692	[ 1. -1. -1. ...  0.  0.  0.]	1
59693	[ 1. -1.  1. ...  0.  0.  0.]	11
59694	[-1.  1.  1. ...  0.  0.  0.]	33
59695	[ 1. -1.  1. ...  0.  0.  0.]	43
59696	[ 1.  1. -1. ...  0.  0.  0.]	65
59697	[ 1. -1. -1. ...  0.  0.  0.]	75
59698	[-1.  1.  1. ...  0.  0.  0.]	89
59699	[ 1.  1. -1. ...  0.  0.  0.]	68
59700	[-1.  1. -1. ...  0.  0.  0.]	93
59701	[-1.  1. -1. ...  0.  0.  0.]	94
59702	[ 1.  1. -1. ...  0.  0.  0.]	57
59703	[-1.  1.  1. ...  0.  0.  0.]	31
59704	[-1.  1.  1. ...  0.  0.  0.]	51
59705	[ 1.  1. -1. ...  0.  0.  0.]	15
59706	[-1. -1.  1. ...  0.  0.  0.]	31
59707	[ 1. -1.  1. ...  0.  0.  0.]	15
59708	[ 1.  1. -1. ... -1. -1. -1.]	21
59709	[ 1. -1.  1. ...  0.  0.  0.]	54
59710	[-1. -1. -1. ...  1. -1. -1.]	69
59711	[ 1. -1.  1. ...  0.  0.  0.]	43
59712	[ 1. -1. -1. ... -1. -1. -1.]	91
59713	[-1.  1. -1. ...  0.  0.  0.]	24
59714	[ 1. -1.  1. ...  0.  0.  0.]	43
59715	[ 1.  1. -1. ...  0.  0.  0.]	24
59716	[-1.  1.  1. ...  0.  0.  0.]	43
59717	[-1. -1. -1. ...  0.  0.  0.]	75
59718	[ 1.  1. -1. ...  0.  0.  0.]	24
59719	[-1. -1.  1. ...  0.  0.  0.]	40
59720	[ 1. -1.  1. ... -1. -1. -1.]	58
59721	[ 1.  1. -1. ...  0.  0.  0.]	26
59722	[ 1. -1. -1. ...  0.  0.  0.]	79
59723	[ 1. -1. -1. ...  0.  0.  0.]	43
59724	[1. 1. 1. ... 0. 0. 0.]	59
59725	[ 1.  1. -1. ...  0.  0.  0.]	29
59726	[-1.  1.  1. ...  0.  0.  0.]	54
59727	[ 1. -1. -1. ...  0.  0.  0.]	31
59728	[ 1.  1.  1. ... -1. -1. -1.]	33
59729	[-1. -1.  1. ...  0.  0.  0.]	75
59730	[ 1. -1.  1. ...  0.  0.  0.]	20
59731	[-1. -1.  1. ... -1. -1. -1.]	20
59732	[1. 1. 1. ... 0. 0. 0.]	10
59733	[-1.  1.  1. ...  0.  0.  0.]	50
59734	[ 1. -1. -1. ...  0.  0.  0.]	19
59735	[-1. -1.  1. ... -1. -1. -1.]	68
59736	[ 1.  1. -1. ...  0.  0.  0.]	37
59737	[ 1.  1. -1. ...  0.  0.  0.]	63
59738	[ 1.  1. -1. ...  0.  0.  0.]	55
59739	[-1.  1.  1. ...  0.  0.  0.]	9
59740	[-1. -1.  1. ... -1. -1. -1.]	91
59741	[1. 1. 1. ... 0. 0. 0.]	25
59742	[ 1. -1. -1. ...  0.  0.  0.]	22
59743	[-1.  1.  1. ... -1. -1. -1.]	69
59744	[-1.  1.  1. ...  0.  0.  0.]	51
59745	[ 1. -1. -1. ... -1. -1. -1.]	52
59746	[-1.  1.  1. ... -1. -1. -1.]	80
59747	[-1.  1.  1. ...  0.  0.  0.]	52
59748	[1. 1. 1. ... 0. 0. 0.]	56
59749	[ 1.  1.  1. ... -1. -1. -1.]	17
59750	[ 1. -1.  1. ...  0.  0.  0.]	75
59751	[ 1. -1. -1. ...  0.  0.  0.]	5
59752	[ 1. -1.  1. ...  0.  0.  0.]	28
59753	[ 1.  1. -1. ...  0.  0.  0.]	88
59754	[-1.  1.  1. ...  0.  0.  0.]	70
59755	[ 1. -1.  1. ...  0.  0.  0.]	1
59756	[-1.  1.  1. ... -1. -1. -1.]	29
59757	[ 1. -1. -1. ...  0.  0.  0.]	36
59758	[ 1. -1. -1. ...  0.  0.  0.]	28
59759	[-1. -1.  1. ... -1. -1. -1.]	75
59760	[-1.  1.  1. ...  0.  0.  0.]	70
59761	[ 1.  1. -1. ...  0.  0.  0.]	3
59762	[ 1. -1. -1. ...  0.  0.  0.]	53
59763	[ 1. -1. -1. ...  0.  0.  0.]	26
59764	[ 1. -1. -1. ...  0.  0.  0.]	26
59765	[-1.  1.  1. ...  0.  0.  0.]	19
59766	[-1.  1.  1. ...  0.  0.  0.]	50
59767	[ 1. -1.  1. ... -1. -1. -1.]	91
59768	[ 1.  1. -1. ...  0.  0.  0.]	27
59769	[ 1. -1. -1. ... -1. -1. -1.]	45
59770	[-1.  1.  1. ...  0.  0.  0.]	70
59771	[-1.  1.  1. ... -1. -1. -1.]	52
59772	[ 1.  1. -1. ...  0.  0.  0.]	37
59773	[-1.  1.  1. ...  1.  1. -1.]	52
59774	[ 1. -1. -1. ...  0.  0.  0.]	25
59775	[-1. -1.  1. ...  0.  0.  0.]	57
59776	[ 1. -1. -1. ...  0.  0.  0.]	61
59777	[-1. -1.  1. ... -1. -1. -1.]	45
59778	[-1. -1.  1. ...  0.  0.  0.]	86
59779	[ 1. -1.  1. ...  0.  0.  0.]	84
59780	[ 1. -1. -1. ...  0.  0.  0.]	37
59781	[-1.  1. -1. ...  0.  0.  0.]	77
59782	[ 1. -1.  1. ...  0.  0.  0.]	74
59783	[ 1. -1. -1. ...  0.  0.  0.]	40
59784	[-1.  1.  1. ...  0.  0.  0.]	67
59785	[-1.  1.  1. ...  0.  0.  0.]	57
59786	[-1.  1.  1. ... -1. -1.  1.]	67
59787	[-1. -1. -1. ...  0.  0.  0.]	81
59788	[1. 1. 1. ... 0. 0. 0.]	62
59789	[ 1.  1. -1. ...  0.  0.  0.]	58
59790	[-1.  1. -1. ...  0.  0.  0.]	75
59791	[ 1.  1. -1. ...  0.  0.  0.]	42
59792	[-1.  1.  1. ...  0.  0.  0.]	43
59793	[ 1. -1. -1. ...  0.  0.  0.]	18
59794	[-1.  1.  1. ... -1. -1. -1.]	52
59795	[-1. -1. -1. ...  0.  0.  0.]	41
59796	[1. 1. 1. ... 0. 0. 0.]	1
59797	[ 1. -1.  1. ...  0.  0.  0.]	10
59798	[ 1.  1. -1. ...  0.  0.  0.]	6
59799	[ 1.  1. -1. ... -1. -1. -1.]	13
59800	[ 1.  1. -1. ...  0.  0.  0.]	38
59801	[-1. -1.  1. ...  0.  0.  0.]	18
59802	[-1.  1.  1. ...  0.  0.  0.]	55
59803	[ 1. -1. -1. ...  0.  0.  0.]	40
59804	[-1.  1.  1. ...  0.  0.  0.]	94
59805	[-1.  1.  1. ...  0.  0.  0.]	59
59806	[ 1.  1. -1. ...  0.  0.  0.]	27
59807	[-1.  1.  1. ... -1. -1. -1.]	83
59808	[ 1.  1. -1. ...  0.  0.  0.]	31
59809	[-1. -1. -1. ...  0.  0.  0.]	87
59810	[ 1.  1. -1. ... -1. -1. -1.]	85
59811	[ 1. -1.  1. ...  0.  0.  0.]	24
59812	[ 1. -1.  1. ...  0.  0.  0.]	5
59813	[-1.  1. -1. ...  0.  0.  0.]	9
59814	[-1. -1. -1. ...  0.  0.  0.]	74
59815	[ 1. -1.  1. ...  0.  0.  0.]	1
59816	[ 1.  1. -1. ...  0.  0.  0.]	56
59817	[ 1. -1.  1. ...  0.  0.  0.]	38
59818	[ 1.  1. -1. ...  0.  0.  0.]	10
59819	[ 1.  1. -1. ... -1. -1. -1.]	44
59820	[-1. -1.  1. ...  0.  0.  0.]	84
59821	[ 1. -1.  1. ...  0.  0.  0.]	81
59822	[ 1. -1.  1. ...  0.  0.  0.]	89
59823	[-1. -1.  1. ...  0.  0.  0.]	42
59824	[ 1. -1.  1. ...  0.  0.  0.]	22
59825	[-1.  1. -1. ... -1. -1. -1.]	58
59826	[-1.  1. -1. ...  0.  0.  0.]	31
59827	[-1.  1. -1. ...  0.  0.  0.]	94
59828	[ 1.  1. -1. ...  0.  0.  0.]	68
59829	[ 1.  1.  1. ... -1. -1. -1.]	85
59830	[ 1. -1.  1. ...  0.  0.  0.]	63
59831	[1. 1. 1. ... 0. 0. 0.]	64
59832	[-1.  1. -1. ...  0.  0.  0.]	71
59833	[ 1. -1.  1. ...  0.  0.  0.]	34
59834	[-1.  1. -1. ...  0.  0.  0.]	68
59835	[1. 1. 1. ... 0. 0. 0.]	30
59836	[-1.  1. -1. ...  0.  0.  0.]	31
59837	[-1. -1. -1. ... -1. -1. -1.]	52
59838	[ 1. -1.  1. ...  0.  0.  0.]	11
59839	[ 1. -1.  1. ...  0.  0.  0.]	35
59840	[-1.  1.  1. ... -1. -1. -1.]	58
59841	[ 1.  1.  1. ... -1. -1.  1.]	83
59842	[-1. -1.  1. ...  0.  0.  0.]	87
59843	[-1.  1. -1. ...  0.  0.  0.]	11
59844	[1. 1. 1. ... 0. 0. 0.]	81
59845	[ 1. -1.  1. ...  0.  0.  0.]	5
59846	[ 1.  1. -1. ...  0.  0.  0.]	50
59847	[ 1. -1.  1. ...  0.  0.  0.]	94
59848	[ 1. -1.  1. ...  0.  0.  0.]	18
59849	[ 1. -1.  1. ... -1. -1. -1.]	67
59850	[-1.  1. -1. ...  0.  0.  0.]	7
59851	[-1.  1.  1. ... -1. -1. -1.]	73
59852	[ 1. -1.  1. ...  0.  0.  0.]	70
59853	[-1.  1.  1. ...  0.  0.  0.]	54
59854	[ 1. -1. -1. ... -1. -1. -1.]	48
59855	[-1.  1. -1. ...  0.  0.  0.]	52
59856	[-1.  1. -1. ...  0.  0.  0.]	40
59857	[ 1. -1.  1. ...  0.  0.  0.]	75
59858	[ 1. -1. -1. ...  0.  0.  0.]	14
59859	[ 1. -1.  1. ...  0.  0.  0.]	6
59860	[ 1. -1.  1. ...  0.  0.  0.]	24
59861	[-1.  1.  1. ...  0.  0.  0.]	72
59862	[ 1. -1.  1. ...  0.  0.  0.]	55
59863	[ 1. -1. -1. ...  0.  0.  0.]	34
59864	[-1.  1. -1. ...  0.  0.  0.]	67
59865	[-1.  1.  1. ...  0.  0.  0.]	94
59866	[-1.  1. -1. ...  0.  0.  0.]	46
59867	[ 1. -1. -1. ... -1. -1. -1.]	73
59868	[ 1.  1. -1. ...  0.  0.  0.]	17
59869	[-1.  1. -1. ... -1.  1.  1.]	83
59870	[-1. -1. -1. ...  0.  0.  0.]	59
59871	[1. 1. 1. ... 0. 0. 0.]	51
59872	[ 1. -1. -1. ...  0.  0.  0.]	93
59873	[ 1. -1. -1. ...  0.  0.  0.]	71
59874	[-1.  1. -1. ...  0.  0.  0.]	5
59875	[-1.  1.  1. ...  0.  0.  0.]	81
59876	[-1.  1. -1. ...  0.  0.  0.]	51
59877	[ 1. -1.  1. ...  0.  0.  0.]	72
59878	[ 1. -1. -1. ...  0.  0.  0.]	26
59879	[ 1. -1.  1. ...  0.  0.  0.]	2
59880	[1. 1. 1. ... 0. 0. 0.]	67
59881	[-1. -1. -1. ...  0.  0.  0.]	90
59882	[ 1. -1. -1. ...  0.  0.  0.]	31
59883	[1. 1. 1. ... 0. 0. 0.]	34
59884	[ 1.  1. -1. ...  0.  0.  0.]	63
59885	[ 1. -1.  1. ...  0.  0.  0.]	1
59886	[ 1. -1.  1. ... -1. -1. -1.]	48
59887	[ 1. -1. -1. ...  0.  0.  0.]	2
59888	[-1. -1. -1. ...  0.  0.  0.]	75
59889	[ 1. -1.  1. ...  0.  0.  0.]	25
59890	[-1.  1.  1. ...  0.  0.  0.]	61
59891	[-1.  1. -1. ...  0.  0.  0.]	19
59892	[1. 1. 1. ... 0. 0. 0.]	65
59893	[-1. -1.  1. ... -1. -1. -1.]	91
59894	[ 1. -1.  1. ...  0.  0.  0.]	53
59895	[-1.  1. -1. ...  0.  0.  0.]	33
59896	[-1.  1. -1. ...  0.  0.  0.]	56
59897	[ 1. -1.  1. ...  0.  0.  0.]	50
59898	[-1. -1. -1. ...  0.  0.  0.]	71
59899	[-1.  1. -1. ...  0.  0.  0.]	18
59900	[-1.  1. -1. ...  0.  0.  0.]	16
59901	[-1. -1. -1. ...  0.  0.  0.]	86
59902	[1. 1. 1. ... 0. 0. 0.]	43
59903	[-1.  1.  1. ...  0.  0.  0.]	66
59904	[ 1. -1.  1. ...  0.  0.  0.]	33
59905	[ 1. -1. -1. ...  0.  0.  0.]	75
59906	[ 1. -1. -1. ... -1. -1. -1.]	21
59907	[ 1. -1.  1. ...  0.  0.  0.]	28
59908	[ 1. -1. -1. ...  0.  0.  0.]	5
59909	[1. 1. 1. ... 0. 0. 0.]	64
59910	[ 1. -1. -1. ...  0.  0.  0.]	53
59911	[ 1. -1.  1. ...  0.  0.  0.]	19
59912	[-1.  1. -1. ...  0.  0.  0.]	64
59913	[ 1. -1. -1. ...  0.  0.  0.]	32
59914	[ 1. -1.  1. ...  0.  0.  0.]	59
59915	[ 1. -1.  1. ...  0.  0.  0.]	37
59916	[ 1.  1. -1. ...  0.  0.  0.]	27
59917	[ 1.  1. -1. ... -1. -1. -1.]	17
59918	[ 1. -1. -1. ...  0.  0.  0.]	32
59919	[ 1. -1.  1. ...  0.  0.  0.]	14
59920	[ 1. -1.  1. ...  0.  0.  0.]	41
59921	[ 1. -1.  1. ... -1. -1.  1.]	91
59922	[ 1. -1. -1. ...  0.  0.  0.]	10
59923	[1. 1. 1. ... 0. 0. 0.]	94
59924	[ 1.  1.  1. ... -1. -1. -1.]	13
59925	[ 1. -1.  1. ...  0.  0.  0.]	15
59926	[-1.  1. -1. ... -1. -1. -1.]	49
59927	[ 1.  1. -1. ...  0.  0.  0.]	65
59928	[-1.  1.  1. ...  0.  0.  0.]	31
59929	[ 1. -1.  1. ...  1. -1. -1.]	52
59930	[ 1.  1. -1. ...  0.  0.  0.]	66
59931	[-1.  1.  1. ...  0.  0.  0.]	66
59932	[ 1. -1.  1. ...  0.  0.  0.]	5
59933	[ 1.  1. -1. ... -1. -1. -1.]	21
59934	[-1.  1.  1. ... -1. -1. -1.]	69
59935	[ 1. -1.  1. ...  0.  0.  0.]	5
59936	[ 1. -1.  1. ...  0.  0.  0.]	93
59937	[-1. -1. -1. ...  0.  0.  0.]	82
59938	[ 1.  1. -1. ...  0.  0.  0.]	55
59939	[ 1. -1.  1. ...  0.  0.  0.]	1
59940	[-1.  1.  1. ...  0.  0.  0.]	62
59941	[-1.  1. -1. ... -1. -1. -1.]	13
59942	[-1.  1.  1. ...  0.  0.  0.]	19
59943	[-1.  1.  1. ... -1. -1. -1.]	83
59944	[ 1. -1.  1. ...  0.  0.  0.]	2
59945	[-1. -1.  1. ...  0.  0.  0.]	75
59946	[-1.  1.  1. ... -1. -1. -1.]	13
59947	[1. 1. 1. ... 0. 0. 0.]	41
59948	[-1.  1.  1. ...  0.  0.  0.]	23
59949	[-1. -1.  1. ... -1. -1. -1.]	44
59950	[ 1. -1. -1. ...  0.  0.  0.]	32
59951	[-1.  1. -1. ... -1. -1. -1.]	80
59952	[-1.  1.  1. ...  0.  0.  0.]	68
59953	[ 1. -1.  1. ...  0.  0.  0.]	2
59954	[ 1.  1. -1. ...  0.  0.  0.]	54
59955	[-1.  1. -1. ... -1. -1. -1.]	58
59956	[ 1.  1.  1. ... -1. -1. -1.]	17
59957	[ 1. -1. -1. ...  0.  0.  0.]	2
59958	[1. 1. 1. ... 0. 0. 0.]	34
59959	[ 1. -1.  1. ...  0.  0.  0.]	42
59960	[ 1.  1. -1. ... -1. -1. -1.]	20
59961	[ 1.  1. -1. ... -1. -1. -1.]	80
59962	[-1.  1.  1. ...  0.  0.  0.]	37
59963	[-1.  1.  1. ...  0.  0.  0.]	86
59964	[-1. -1.  1. ...  0.  0.  0.]	77
59965	[-1.  1. -1. ...  0.  0.  0.]	68
59966	[ 1.  1. -1. ...  0.  0.  0.]	18
59967	[ 1. -1.  1. ...  0.  0.  0.]	64
59968	[ 1. -1.  1. ...  0.  0.  0.]	55
59969	[-1.  1.  1. ...  0.  0.  0.]	67
59970	[1. 1. 1. ... 0. 0. 0.]	93
59971	[ 1. -1.  1. ...  0.  0.  0.]	7
59972	[-1.  1. -1. ...  0.  0.  0.]	26
59973	[ 1. -1.  1. ...  0.  0.  0.]	90
59974	[ 1. -1.  1. ...  0.  0.  0.]	16
59975	[ 1.  1. -1. ...  0.  0.  0.]	88
59976	[-1. -1. -1. ...  0.  0.  0.]	65
59977	[ 1. -1. -1. ...  0.  0.  0.]	63
59978	[ 1.  1. -1. ...  0.  0.  0.]	29
59979	[ 1. -1.  1. ...  0.  0.  0.]	37
59980	[ 1. -1.  1. ...  0.  0.  0.]	56
59981	[ 1. -1. -1. ...  0.  0.  0.]	38
59982	[ 1. -1.  1. ...  0.  0.  0.]	26
59983	[-1.  1.  1. ...  1. -1. -1.]	52
59984	[ 1. -1.  1. ...  0.  0.  0.]	26
59985	[-1.  1.  1. ...  0.  0.  0.]	41
59986	[ 1.  1. -1. ... -1. -1. -1.]	48
59987	[ 1.  1. -1. ...  0.  0.  0.]	12
59988	[-1.  1.  1. ... -1. -1. -1.]	52
59989	[-1.  1.  1. ...  0.  0.  0.]	57
59990	[ 1. -1. -1. ...  0.  0.  0.]	77
59991	[ 1. -1.  1. ...  0.  0.  0.]	7
59992	[ 1. -1.  1. ...  0.  0.  0.]	14
59993	[-1.  1.  1. ...  0.  0.  0.]	57
59994	[ 1. -1.  1. ... -1. -1. -1.]	20
59995	[ 1. -1.  1. ... -1. -1. -1.]	17
59996	[ 1.  1. -1. ...  0.  0.  0.]	72
59997	[-1. -1.  1. ... -1. -1. -1.]	69
59998	[ 1. -1.  1. ... -1. -1. -1.]	49
59999	[ 1.  1. -1. ...  0.  0.  0.]	25
60000	[-1. -1. -1. ... -1. -1. -1.]	80
60001	[ 1. -1.  1. ... -1. -1. -1.]	21
60002	[ 1.  1. -1. ...  0.  0.  0.]	39
60003	[ 1.  1. -1. ... -1. -1. -1.]	58
60004	[ 1. -1.  1. ...  0.  0.  0.]	65
60005	[-1.  1. -1. ...  0.  0.  0.]	75
60006	[ 1.  1.  1. ... -1. -1. -1.]	80
60007	[-1. -1.  1. ...  0.  0.  0.]	88
60008	[-1. -1. -1. ...  0.  0.  0.]	81
60009	[ 1. -1.  1. ...  0.  0.  0.]	65
60010	[1. 1. 1. ... 0. 0. 0.]	12
60011	[ 1. -1.  1. ...  0.  0.  0.]	27
